Tempo,Entrada,Erro,Saida
440,200,200,0
8288,32767,200,0
16128,32767,200,29
24080,32767,200,98
32032,32767,200,115
40032,32767,200,230
48032,32767,200,220
56040,32767,200,407
64048,32767,200,469
72056,32767,200,540
80064,32767,200,630
88068,32767,200,557
96072,32767,200,734
104080,32767,200,776
112136,32767,200,821
120192,32767,200,826
128248,32767,200,821
136296,32767,200,731
144352,32767,200,770
152408,32767,200,876
160464,32767,200,857
168520,32767,200,654
176576,32767,200,901
184632,32767,200,876
192688,32767,200,726
200744,32767,200,895
208800,32767,200,861
216856,32767,200,779
224912,32767,200,913
232968,32767,200,813
241024,32767,200,843
249080,32767,200,905
257136,32767,200,716
265192,32767,200,885
273248,32767,200,859
281304,32767,200,663
289360,32767,200,900
297416,32767,200,742
305480,32767,200,901
313544,32767,200,861
321600,32767,200,800
329656,32767,200,913
337712,32767,200,766
345768,32767,200,869
353824,32767,200,888
361880,32767,200,651
369936,32767,200,903
377992,32767,200,738
386052,32767,200,705
394104,32767,200,882
402168,32767,200,770
410224,32767,200,916
418280,32767,200,812
426336,32767,200,851
434392,32767,200,904
442448,32767,200,701
450504,32767,200,891
458568,32767,200,846
466624,32767,200,626
474688,32767,200,896
482752,32767,200,653
490808,32767,200,908
498872,32767,200,842
506928,32767,200,817
514984,32767,200,911
523040,32767,200,744
531096,32767,200,881
539160,32767,200,872
547224,32767,200,622
555288,32767,200,903
563352,32767,200,744
571408,32767,200,873
579464,32767,200,867
587520,32767,200,789
595584,32767,200,917
603648,32767,200,776
611712,32767,200,868
619776,32767,200,889
627840,32767,200,656
635896,32767,200,898
643960,32767,200,747
652024,32767,200,708
660088,32767,200,880
668144,32767,200,773
676208,32767,200,918
684264,32767,200,807
692320,32767,200,844
700376,32767,200,902
708440,32767,200,700
716504,32767,200,896
724568,32767,200,756
732632,32767,200,663
740696,32767,200,898
748760,32767,200,454
756816,32767,200,906
764872,32767,200,836
772936,32767,200,826
781000,32767,200,911
789064,32767,200,733
797128,32767,200,887
805192,32767,200,867
813256,32767,200,681
821312,32767,200,898
829368,32767,200,730
837432,32767,200,555
845496,32767,200,860
853552,32767,200,806
861616,32767,200,916
869680,32767,200,766
877744,32767,200,872
885800,32767,200,879
893856,32767,200,641
901920,32767,200,903
909984,32767,200,731
918048,32767,200,922
926112,32767,200,879
934176,32767,200,791
942240,32767,200,916
950296,32767,200,783
958352,32767,200,864
966416,32767,200,896
974472,32767,200,667
982536,32767,200,904
990600,32767,200,822
998664,32767,200,706
1006728,32767,200,882
1014832,32767,200,775
1022936,32767,200,917
1031048,32767,200,780
1039160,32767,200,875
1047272,32767,200,878
1055384,32767,200,663
1063496,32767,200,899
1071608,32767,200,742
1079720,32767,200,913
1087832,32767,200,823
1095944,32767,200,846
1104056,32767,200,901
1112160,32767,200,669
1120264,32767,200,897
1128368,32767,200,759
1136480,32767,200,691
1144592,32767,200,865
1152704,32767,200,803
1160816,32767,200,918
1168928,32767,200,728
1177040,32767,200,889
1185152,32767,200,846
1193264,32767,200,596
1201376,32767,200,887
1209488,32767,200,773
1217592,32767,200,915
1225696,32767,200,790
1233808,32767,200,868
1241920,32767,200,880
1250032,32767,200,683
1258144,32767,200,901
1266256,32767,200,669
1274368,32767,200,909
1282480,32767,200,830
1290592,32767,200,840
1298704,32767,200,900
1306816,32767,200,676
1314920,32767,200,901
1323024,32767,200,752
1331128,32767,200,750
1339240,32767,200,869
1347352,32767,200,804
1355464,32767,200,911
1363576,32767,200,734
1371688,32767,200,891
1379800,32767,200,750
1387912,32767,200,649
1396024,32767,200,892
1404136,32767,200,761
1412248,32767,200,912
1420352,32767,200,789
1428456,32767,200,864
1436568,32767,200,888
1444680,32767,200,632
1452792,32767,200,903
1460904,32767,200,749
1469016,32767,200,907
1477128,32767,200,834
1485240,32767,200,836
1493352,32767,200,908
1501464,32767,200,693
1509576,32767,200,901
1517688,32767,200,826
1525792,32767,200,715
1533896,32767,200,874
1542008,32767,200,794
1550120,32767,200,918
1558232,32767,200,757
1566344,32767,200,883
1574456,32767,200,867
1582568,32767,200,638
1590680,32767,200,894
1598792,32767,200,724
1606904,32767,200,914
1615016,32767,200,816
1623120,32767,200,849
1631224,32767,200,899
1639336,32767,200,670
1647448,32767,200,898
1655560,32767,200,736
1663672,32767,200,771
1671784,32767,200,862
1679896,32767,200,813
1688008,32767,200,910
1696120,32767,200,729
1704232,32767,200,886
1712344,32767,200,850
1720456,32767,200,609
1728560,32767,200,893
1736664,32767,200,756
1744776,32767,200,913
1752888,32767,200,795
1761000,32767,200,861
1769112,32767,200,884
1777224,32767,200,635
1785336,32767,200,903
1793448,32767,200,751
1801560,32767,200,903
1809672,32767,200,841
1817784,32767,200,827
1825888,32767,200,899
1833992,32767,200,703
1842096,32767,200,902
1850208,32767,200,763
1858320,32767,200,971
1866432,32767,200,878
1874544,32767,200,791
1882656,32767,200,914
1890768,32767,200,757
1898880,32767,200,882
1906992,32767,200,868
1915104,32767,200,683
1923216,32767,200,899
1931320,32767,200,537
1939424,32767,200,910
1947536,32767,200,814
1955648,32767,200,853
1963760,32767,200,896
1971872,32767,200,662
1979984,32767,200,902
1988096,32767,200,702
1996208,32767,200,967
2004320,32767,200,856
2012432,32767,200,814
2020544,32767,200,912
2028648,32767,200,731
2036752,32767,200,889
2044856,32767,200,855
2052968,32767,200,637
2061080,32767,200,886
2069192,32767,200,765
2077304,32767,200,917
2085416,32767,200,789
2093528,32767,200,866
2101640,32767,200,885
2109752,32767,200,702
2117864,32767,200,891
2125976,32767,200,732
2134080,32767,200,886
2142184,32767,200,847
2150296,32767,200,831
2158408,32767,200,911
2166520,32767,200,701
2174632,32767,200,895
2182744,32767,200,828
2190856,32767,200,584
2198968,32767,200,881
2207080,32767,200,785
2215192,32767,200,917
2223304,32767,200,771
2231416,32767,200,872
2239520,32767,200,875
2247632,32767,200,693
2255744,32767,200,900
2263856,32767,200,679
2271968,32767,200,909
2280080,32767,200,826
2288192,32767,200,839
2296304,32767,200,900
2304416,32767,200,680
2312528,32767,200,902
