Tempo,Entrada,Erro,Saida
1246904,-13813,28381,570
1255248,17478,-1928,451
1263536,-10854,-27548,609
1271896,31805,-21212,576
1280248,7165,-17941,400
1288536,31892,26429,522
1296864,-17126,2844,578
1305152,11673,-12031,582
1313496,-18600,-12357,468
1321848,125,30911,625
1330072,-25497,28213,495
1338416,-7847,-15365,557
1346720,-22081,-21436,579
1355080,2355,-17755,543
1363376,18689,9640,463
1371656,31837,-12992,413
1380000,23545,-31698,569
1388344,19646,24612,541
1396672,-20508,12376,541
1405016,26302,-4942,468
1413304,13679,22061,636
1421632,-22271,-20674,551
1429992,-14636,15904,685
1438336,-12979,-15995,618
1446696,25031,-24045,596
1455040,-5823,24498,424
1463328,500,14202,626
1471544,-12119,-7069,528
1479848,10331,30863,646
1488176,-12755,22174,493
1496520,26827,-4417,658
1504816,30593,4139,600
1513088,-12157,-25887,612
1521448,19412,7460,454
1529728,-4162,-32752,633
1538040,-5072,29080,528
1546336,-13769,-24012,662
1554696,1524,15242,496
1562976,-13761,-12246,650
1571336,-30136,-28741,541
1579704,19738,27845,631
1588040,-10400,17990,503
1596384,10454,-19442,597
1604736,-2648,21470,572
1613032,13211,4429,536
1621312,-14173,103,521
1629552,31798,-18930,623
1637904,16781,17502,543
1646232,31370,-24977,646
1654576,25408,7629,525
1662856,-1667,-13824,576
1671160,29796,-28755,593
1679512,-2451,15310,509
1687800,-2028,8918,449
1696048,-13532,2325,381
1704336,18283,31859,556
1712664,16089,10578,527
1720992,-6448,22386,511
1729280,23024,-13424,522
1737632,-8844,-2123,565
1745888,-1922,2622,560
1754120,-15376,31813,604
1762464,-13637,-962,608
1770712,-24630,23454,659
1779064,-11598,-1358,545
1787368,19881,-26329,683
1795712,-10226,-10902,462
1804072,-17052,1995,566
1812360,25402,-23449,671
1820704,16879,18925,661
1829032,-12861,24822,600
1837376,29553,15138,590
1845712,9026,-12994,624
1854000,-14789,20087,529
1862344,-6991,26285,549
1870640,-4264,26300,638
1878936,5753,17083,541
1887216,-17728,16828,471
1895568,277,11544,604
1903792,-1580,-22376,500
1912104,-6155,-11211,592
1920416,28089,25861,601
1928744,-9284,23075,461
1937040,-5733,31043,655
1945336,29252,16653,687
1953672,-23157,22371,498
1962024,-14670,-26080,646
1970384,-23351,-2480,659
1978688,1142,-21746,519
1986984,-31415,2922,673
1995272,-20246,15998,607
2003616,7575,-7162,628
2011856,-25847,-14186,675
2020216,24552,-7286,315
2028512,15191,-2396,661
2036808,29040,3654,473
2045088,16505,-5584,634
2053376,-5598,-20244,636
2061680,-8518,5726,566
2069920,5214,-15993,528
2078216,2966,-28861,599
2086512,19753,9919,536
2094792,5121,-18637,620
2103088,-31907,-20306,547
2111456,-11009,19174,427
2119808,-2178,15892,556
2128104,601,-25157,579
2136344,24043,29969,580
2144672,18593,23314,538
2153000,25463,30534,637
2161328,32718,-3444,494
2169616,26968,20153,663
2177944,-4770,-68,602
2186088,13564,-31277,638
2194436,-10599,-11632,477
2202800,23682,18513,639
2211136,15534,1215,613
2219408,9368,18968,613
2227688,-5773,-30859,697
2236000,13011,-32488,612
2244344,-13581,7094,630
2252640,15329,10562,692
2260968,-2005,-13664,614
2269272,-22461,-21592,641
2277632,8014,-22195,717
2285920,-2828,5658,684
2294160,25918,-30199,530
2302512,13002,-27476,662
2310856,-5009,-31370,598
2319168,10462,-27357,641
2327512,-6306,-2101,691
2335760,5827,12973,573
2344032,10,11785,671
2352200,-20731,15387,1023
2360600,4511,30041,554
2368880,5770,-21725,642
2377168,-57,-26766,512
2385376,30082,-19429,494
2393720,-28167,12491,615
2402064,20068,-17996,588
2410408,-1022,18491,639
2418696,-12442,-28888,684
2427056,-23030,15281,543
2435400,-4612,-14791,630
2443704,9391,32385,512
2451984,-18873,-5184,414
2460296,28961,-3357,624
2468592,-15969,-4505,534
2476896,1510,31325,623
2485176,-6770,19697,571
2493472,12668,-26802,440
2501816,31726,-5450,633
2510112,-1902,-5912,594
2518368,21962,-17637,643
2526720,-22829,-13491,1023
2535128,14157,29061,577
2543456,-10594,-5922,665
2551768,28288,-1078,712
2560056,-29271,18893,631
2568400,-6070,22845,608
2576688,2932,23607,689
2584968,31482,-11484,588
2593312,-5239,25356,642
2601600,26292,-7601,455
2609896,-8545,-20314,568
2618208,-17662,-2010,693
2626512,16059,30493,525
2634848,19104,-30837,570
2643200,23153,27904,667
2651528,-25381,-32209,499
2659888,4435,-23988,618
2668176,-26293,-29867,675
2676536,-18115,24032,497
2684880,-20218,5215,651
2693168,1949,2538,587
2701384,-1085,-21622,596
2709688,-30496,-25046,520
2718048,1384,28133,422
2726328,-9460,17194,625
2734624,-20347,8438,552
2742920,-9908,14692,623
2751216,10714,355,572
2759448,2129,-338,429
2767632,15514,-8821,688
2775928,-11819,-13449,597
2784288,13695,-24616,492
2792632,15226,-32522,618
2800976,4740,-11814,569
2809264,21740,18164,628
2817600,3874,-8840,598
2825840,5710,-31347,617
2834136,-26301,-18904,600
2842496,-2051,-2265,421
2850752,26440,-9903,607
2859048,5584,7362,506
2867272,-7138,-4835,629
2875528,-13116,-7646,566
2883840,-24836,-19366,657
2892192,-28610,22221,529
2900536,-10868,29278,654
2908880,14451,-4395,516
2917176,12415,3974,673
2925456,-8155,-12285,618
2933764,-28200,27007,608
2942112,-8671,8529,418
2950352,9164,-31653,617
2958648,-23126,-2074,527
2966952,27228,16208,628
2975280,10256,-18694,536
2983624,-4878,-25708,652
2991936,-20697,24496,515
3000288,-244,-22934,582
3008544,26671,16425,598
3016872,28952,21462,482
3025200,-19858,-10260,384
3033560,-10724,-15096,467
3041920,22461,-29604,344
3050264,8754,-25526,356
3058560,-21601,13995,384
3066912,-12403,-15114,422
3075272,26402,-26977,437
3083616,-4562,2689,425
3091856,-1841,-2186,401
3100104,7202,-32313,389
3108400,-9198,3860,417
3116640,-10615,184,455
3124880,20879,3074,470
3133152,-1121,28371,468
3141448,-19474,27705,455
3149792,-31217,-6276,455
3158104,-1391,-25191,499
3166416,13991,-5137,552
3174720,10320,4699,566
3183000,-2497,-20699,539
3191312,14193,19765,463
3199648,8161,-22265,387
3207944,25132,-24997,375
3216288,-1923,20324,349
3224580,-15262,9475,559
3232872,21808,-7750,561
3241168,5066,-9746,543
3249408,-7033,-17643,515
3257720,-3016,-18494,501
3266032,-25503,5906,493
3274328,30976,-20095,439
3282672,11794,-17474,472
3291016,864,19531,456
3299240,-2189,32550,388
3307528,21813,-11216,417
3315872,-28753,29028,430
3324216,-2650,17900,311
3332512,3650,32679,416
3340792,-1180,-9979,482
3349048,-30380,4577,507
3357344,-4450,-3062,507
3365600,32277,4345,492
3373880,-23725,3721,480
3382168,29977,-23591,463
3390512,-32023,30541,417
3398856,32288,-11704,370
3407200,-15150,749,454
3415440,2038,19376,483
3423720,-1650,-4423,513
3431976,10947,-8384,568
3440272,6522,-14257,592
3448568,1070,-8431,525
3456808,-14343,-21077,623
3465168,25054,-32372,540
3473512,17548,14957,422
3481848,-25700,19921,636
3490192,-10533,18689,603
3498536,-18989,14182,628
3506880,22149,-2139,703
3515168,19059,-22977,646
3523512,22577,-26368,590
3531856,-30579,26109,695
3540200,-26803,-10318,659
3548552,11560,-24668,547
3556896,-7576,-17697,632
3565208,-24440,-25827,572
3573568,12204,-20508,517
3581912,-22006,-13718,569
3590280,19022,-17078,574
3598632,-14951,-582,490
3606888,-7774,-14432,436
3615192,-21601,21986,571
3623544,-4513,15126,575
3631840,-21328,-3940,545
3640152,25724,-9266,536
3648448,-22796,18361,602
3656792,20516,-32108,553
3665136,22302,19371,439
3673464,-13333,26435,623
3681808,-21290,-13694,517
3690168,15200,8648,593
3698448,2833,22832,580
3706728,-24984,-19919,452
3715088,-10052,17248,628
3723432,-11212,-31761,512
3731792,-1341,2339,589
3740032,-16293,-27730,578
3748392,15411,505,473
3756616,11062,5254,601
3764896,-6127,-30563,592
3773208,17764,28619,473
3781544,861,-14671,427
3789784,10868,-6909,426
3798080,9198,29663,457
3806360,-10257,19268,485
3814704,-8190,-27053,524
3823016,23917,411,569
3831248,23733,-2802,554
3839536,7974,11628,548
3847816,-20052,1628,587
3856104,25980,28998,546
3864432,-1208,-7332,485
3872688,8531,9972,421
3880920,-5816,-13620,389
3889232,-13654,-12277,557
3897592,871,-19692,543
3905832,11685,29051,539
3914168,-29222,-28745,535
3922528,-25021,2748,520
3930824,-18061,-14747,477
3939184,-1924,-29629,576
3947488,32041,-21193,578
3955840,25190,-27099,502
3964192,-6694,24965,398
3972488,23474,7720,363
3980768,20939,24933,451
3989104,386,9126,583
3997280,-18574,-25765,603
4005640,26920,-29735,583
4013984,1621,-19264,619
4022280,-1880,-18412,452
4030592,12853,-3155,623
4038880,-8635,-24242,551
4047192,-29083,2341,542
4055488,2571,-29646,536
4063784,15541,-9447,526
4072088,-23841,-2606,507
4080392,30301,17795,510
4088728,-11312,26479,533
4097072,-23910,-20977,528
4105432,15585,-20172,508
4113776,13301,-18932,600
4122120,-19867,-11658,569
4130480,-9,17837,677
4138616,31826,19558,569
4146952,-15437,-23275,683
4155312,27207,-32221,704
4163656,-4124,11542,604
4171944,-20349,-1382,644
4180248,-9949,17802,681
4188544,13627,20481,570
4196872,-1028,-26662,659
4205176,-26537,-30806,460
4213536,24316,-19562,632
4221880,3512,-26837,631
4230168,27549,27035,602
4238504,-7696,-3359,714
4246752,8176,13733,709
4255032,16926,331,531
4263256,-177,-17347,618
4271504,-17962,29568,646
4279848,21678,28895,702
4288176,20867,-10149,703
4296520,9831,-14014,485
4304816,-24998,-20231,582
4313176,-8828,12929,680
4321464,8111,29432,672
4329744,-20740,-26481,548
4338104,-26987,-26350,668
4346464,24389,-1319,477
4354752,-19222,-23582,613
4363112,-26535,-19447,700
4371472,14205,28826,712
4379808,20895,-799,620
4388048,11234,-8394,635
4396336,15890,28106,687
4404672,-1556,-27583,592
4412976,-5562,-18893,653
4421280,13046,4030,703
4429560,6503,6336,604
4437784,32172,21764,652
4446112,-771,2994,707
4454296,12906,-16296,632
4462640,12881,31854,612
4470968,-926,-16371,712
4479224,-21859,18250,709
4487576,32643,-5606,524
4495864,28630,32123,620
4504192,-4784,25618,658
4512480,-21701,-8756,525
4520792,-4022,-5203,678
4529040,29869,23996,607
4537376,-16902,-17925,611
4545736,-1894,25116,446
4554032,-351,-18914,644
4562288,-23457,4795,587
4570584,32013,-8149,649
4578872,-17450,2850,689
4587168,-18096,-13818,539
4595528,-16263,14196,636
4603872,19935,5048,526
4612152,15640,4875,641
4620424,-6348,-30186,555
4628736,-17450,19200,623
4637080,-17698,-12623,574
4645440,-8203,-3434,463
4653696,-4447,-2275,633
4661944,626,-30729,601
4670184,4150,-19282,649
4678480,11478,7500,711
4686760,-30084,12377,614
4695104,4768,2106,624
4703328,7670,-6169,702
4711576,-9114,11249,571
4719872,-16574,22667,687
4728216,-19232,5040,529
4736504,-2485,5256,583
4744744,-190,4027,689
4752936,-23366,3526,500
4761224,26654,11123,629
4769552,1426,-11104,625
4777848,28446,-4148,587
4786144,12296,-12773,471
4794496,27010,20195,605
4802832,-18998,20411,477
4811176,24135,4542,512
4819456,-1528,15042,558
4827752,28804,17678,575
4836088,9939,5099,523
4844312,27019,25022,451
4852648,-16962,21275,412
4860992,-13309,-6928,597
4869296,5936,-20357,588
4877592,25242,-27934,546
4885944,25954,-3333,588
4894232,24163,17442,547
4902568,10680,-18377,482
4910912,7500,-26443,433
4919208,-10491,-27805,385
4927568,32578,-4441,517
4935864,-24518,4245,554
4944152,18317,-32456,522
4952496,-31994,26510,489
4960840,6615,-8909,1023
4969128,32057,16889,334
4977456,-29421,11765,408
4985800,224,-6599,455
4993992,30766,-10694,473
5002336,-8458,18354,485
5010632,7475,30193,504
5018912,980,30170,518
5027144,-27995,14497,514
5035496,12491,-16451,444
5043840,-22048,-1780,613
5052144,2368,7469,532
5060368,-27707,-24181,624
5068728,8709,10827,594
5077008,-355,-2057,654
5085200,22626,14608,595
5093536,-22828,-17871,579
5101896,25707,31982,601
5110224,-19437,17394,494
5118576,22402,-16690,629
5126920,17963,-9476,581
5135208,-18571,-22644,550
5143568,28369,-25624,576
5151912,-1493,-12569,543
5160216,19393,16322,504
5168552,6869,25516,418
5176832,-19435,5285,604
5185120,29838,-22577,601
5193464,14339,9784,567
5201744,8197,21739,616
5210024,-29137,-3907,508
5218328,7218,-21819,386
5226624,13888,11601,367
5234952,10553,20973,361
5243288,18185,11152,413
5251616,4712,23447,434
5259896,-20,-29618,382
5268096,-10460,24359,403
5276440,18809,-24194,451
5284792,-5022,26200,352
5293088,-2843,-3002,354
5301336,25110,-19489,390
5309688,23263,17596,419
5318024,22030,-17926,426
5326368,-17986,-31219,416
5334728,-49,29650,397
5342912,16811,-16607,426
5351256,29687,-27006,585
5359600,26954,-27979,582
5367952,-7101,-26759,570
5376264,852,24169,638
5384488,21977,-17792,451
5392832,-21977,-11267,614
5401192,-3115,2985,548
5409432,-7707,-25730,520
5417744,-30715,-25583,597
5426104,28605,-24232,574
5434456,25306,-20452,494
5442808,-6922,-1272,615
5451056,12472,-12552,630
5459408,15613,-15692,588
5467752,20462,10686,710
5476080,13710,20881,731
5484408,-13453,683,758
5492640,-1400,-31114,715
5500944,13027,-6453,546
5509240,24998,23660,606
5517568,-22029,-30004,651
5525928,24432,5942,725
5534208,-18985,-5056,742
5542512,9075,-24781,761
5550808,-9242,-26878,728
5559112,2181,-24177,521
5567408,13536,23751,652
5575744,-6304,-21206,592
5584056,-20794,23090,642
5592400,-26131,-3171,694
5600704,-19188,-6263,737
5609008,-22111,-22789,741
5617368,23686,10585,741
5625696,28191,-6231,679
5633992,-19220,-6299,552
5642296,20113,-7984,672
5650592,-20921,-4045,684
5658896,122,31370,504
5667120,-29808,25658,668
5675464,12013,18805,672
5683800,-19102,15612,518
5692152,6653,22099,674
5700432,-2950,23275,653
5708728,-27032,-18831,573
5717096,31877,5663,691
5725376,32236,4391,712
5733656,-27659,29433,421
5742000,-19732,1884,583
5750296,21391,-4808,698
5758584,-6592,16096,744
5766880,20859,2641,721
5775152,-31867,27015,500
5783496,-10231,-18827,408
5791864,31385,-28899,653
5800216,-32488,25014,666
5808560,-14914,-2943,537
5816872,-23610,4302,623
5825168,17179,12851,575
5833496,24362,30669,514
5841832,8073,-2226,603
5850072,833,2231,588
5858248,-27583,20240,594
5866592,-6370,31293,508
5874888,10085,-32223,423
5883232,20028,6578,368
5891512,29150,24592,354
5899848,8828,18814,362
5908128,-18241,26953,391
5916472,-26094,-4453,392
5924776,19484,13884,430
5933112,28314,20387,579
5941448,-22869,10899,543
5949792,-8041,7607,511
5958032,10946,-25046,510
5966384,-26860,-30361,517
5974752,22170,26905,462
5983088,-31394,30623,554
5991432,-25681,-7086,579
5999744,28800,-3520,540
6008040,25428,5780,464
6016320,28308,16102,406
6024648,-17680,3363,587
6032936,26143,-16045,579
6041280,-25732,-19754,505
6049640,17855,-8993,611
6057928,-500,17748,566
6066168,19776,-15002,422
6074528,163,16024,611
6082752,-2701,7168,524
6090992,-2425,23754,376
6099288,-10527,-12477,526
6107656,-31524,-19747,577
6116016,-23137,26254,569
6124360,18996,-22477,436
6132704,20378,14372,649
6141032,8287,31085,613
6149312,31172,-12772,610
6157656,15720,-27339,488
6166000,10765,29467,624
6174328,-2053,14888,545
6182624,25935,-32204,611
6190968,21969,-653,540
6199208,2505,-20983,486
6207496,-25081,13037,626
6215848,-4569,1373,644
6224088,-6427,-907,581
6232288,10220,12330,643
6240616,-4384,20127,585
6248912,1014,23730,614
6257192,8262,-13852,613
6265488,4490,-4684,719
6273728,16894,-13748,674
6282072,491,-10491,548
6290312,31441,-2159,686
6298600,-5941,23766,729
6306896,12539,13997,759
6315232,-21405,-5906,752
6323544,-17802,-941,780
6331800,-4626,26684,759
6340096,-25398,20579,767
6348448,-9349,29384,723
6356744,25832,-10083,580
6365088,-31010,17566,685
6373432,24804,-21999,557
6381776,-16399,13605,670
6390120,8152,-29515,602
6398416,-24582,-24846,708
6406776,-7425,13427,598
6415072,-19183,23048,788
6423416,-12196,-3535,829
6431720,19332,-4565,785
6440016,-18838,3898,739
6448304,-24238,-16976,690
6456664,-10738,-6838,712
6464968,-27172,-16067,708
6473328,17005,-28161,568
6481672,23116,32448,562
6490008,7565,-28241,679
6498296,-24138,-17866,515
6506664,-5615,-17776,588
6514968,-30042,11340,661
6523312,24625,-32278,517
6531664,-21537,29508,648
6540008,7529,5126,357
6548232,2184,11394,622
6556512,-8088,20002,570
6564808,2270,-31829,564
6573104,-31101,626,602
6581336,-15227,-16729,612
6589696,12574,2895,599
6597968,-11992,-31861,651
6606328,14419,-20648,545
6614672,-28397,-24456,565
6623032,-20192,3656,559
6631320,-28102,-29139,521
6639680,28338,-25321,490
6648024,-11012,-6235,467
6656336,-18610,-7837,463
6664648,-9314,-11319,490
6672960,-20085,-19783,553
6681320,-6152,25908,591
6689616,-24466,-29176,489
6697988,23107,27275,642
6706320,24503,20381,528
6714648,16103,8118,628
6722928,-20115,-15489,559
6731288,-8077,4587,643
6739528,22466,13639,565
6747864,26187,4107,640
6756136,-4758,-21672,563
6764448,13085,17635,652
6772776,23161,7824,508
6781056,-27823,1759,590
6789344,-19125,12013,580
6797688,-4777,-18745,497
6805992,31278,21556,411
6814328,-19221,20596,405
6822672,23688,-1318,424
6830960,13370,-30545,542
6839304,-6791,16549,572
6847592,-14442,6551,563
6855888,7738,-26594,464
6864184,13098,-1164,496
6872472,31218,5018,520
6880752,-19812,-23732,523
6889112,-11497,-22788,533
6897472,18321,14151,562
6905808,-11913,202,520
6914052,7920,-25404,435
6922344,24292,-20320,486
6930688,32387,17467,600
6939024,16321,-17842,519
6947368,-31339,22739,648
6955712,-545,-20665,525
6963968,-15774,-4738,680
6972280,-21362,-3683,645
6980592,-23083,-3204,586
6988904,-23889,-3689,688
6997208,-21280,3519,630
7005496,31626,-32657,615
7013840,8984,2800,708
7022064,15515,-12988,692
7030408,14569,-26101,513
7038760,-28087,26893,653
7047104,-8137,-13017,669
7055408,-6240,11412,502
7063704,-16032,-28545,658
7072064,-30713,15909,626
7080408,19639,-21415,591
7088752,8746,4454,454
7096976,-30998,-21194,612
7105336,2235,27384,514
7113616,-22589,27120,612
7121960,-8975,-3454,574
7130216,-13496,1283,678
7138504,20151,-16076,436
7146848,20334,-21423,669
7155192,29053,18543,703
7163528,12136,-30809,599
7171872,-11089,14201,634
7180216,4793,-24981,680
7188512,5115,-30690,568
7196808,12385,-28537,645
7205152,-10475,4717,560
7213448,-16329,-19279,697
7221808,8296,17784,675
7230088,6919,16837,540
7238368,-1605,7911,620
7246608,6284,5034,569
7254840,14172,-10075,471
7263192,16760,3497,533
7271480,-25046,-3176,603
7279784,13826,23391,554
7288120,18597,12357,426
7296456,17277,2740,552
7304736,10609,3017,528
7313016,13051,697,526
7321240,-792,-24936,535
7329496,-28364,12321,577
7337840,9651,15606,545
7346120,6389,-3686,622
7354360,29342,-28053,601
7362712,5552,-2859,668
7370952,761,5441,560
7379128,11012,-22881,688
7387472,-11203,-7128,1023
7395832,-13529,14235,580
7404176,-27325,-1550,646
7412480,15205,29511,485
7420808,25413,-6604,592
7429104,4856,8700,515
7437328,477,-23127,464
7445568,32746,-4474,534
7453872,-5878,-6403,617
7462128,28741,-11937,527
7470480,11984,-24078,680
7478824,13395,-17606,610
7487168,4253,-27239,607
7495464,26312,-21564,438
7503816,-2385,-25914,625
7512128,-8474,11908,538
7520424,-3007,23662,667
7528720,18969,-9575,495
7537016,-30568,5203,667
7545304,-23028,31236,635
7553656,-8901,-30253,568
7561960,26551,-7207,451
7570256,-11020,-22274,567
7578628,-2498,25848,566
7586920,-31477,28585,563
7595272,27990,-19064,541
7603624,12188,-27782,612
7611968,15227,-28327,526
7620320,5729,-3615,427
7628560,18794,-31825,391
7636912,-23845,-10673,551
7645280,29475,-1477,564
7653568,22738,-25672,563
7661912,15607,6184,483
7670192,7859,16053,549
7678472,-3773,11771,627
7686768,22970,14198,498
7695104,-32074,-7222,668
7703408,1556,8776,606
7711632,6625,31508,633
7719912,12445,-452,684
7728160,729,-6761,586
7736336,-25636,13773,646
7744680,-15996,-7702,563
7752992,-17108,-172,700
7761248,-10436,11433,690
7769592,18335,-22624,503
7777944,-11229,2927,642
7786240,22440,-686,587
7794480,5726,15683,609
7802760,-18992,9443,503
7811056,-532,-14081,627
7819312,5978,18243,620
7827592,24864,-4629,589
7835888,-11863,-10420,640
7844248,-15032,-12392,526
7852608,31257,-11604,595
7860960,18555,-20741,581
7869312,-8803,-998,583
7877512,-1815,-9329,518
7885768,-20727,7097,435
7894064,2835,28000,610
7902344,20374,6734,599
7910624,-2547,26258,558
7918912,-15810,-8318,592
7927224,29726,-14656,525
7935568,-22217,24783,464
7943920,-31673,4890,440
7952208,10212,14271,446
7960544,-18826,20145,463
7968896,-4301,25217,473
7977192,22138,-18838,492
7985544,-32642,8256,517
7993840,-17255,-13542,522
8002200,20162,25550,517
8010528,31873,-25797,528
8018872,23215,17712,545
8027208,-10085,-28091,546
8035568,15328,-18221,473
8043912,12681,5418,613
8052192,-27471,32533,614
8060536,-13161,-25911,587
8068896,13113,216,629
8077128,20342,4069,463
8085408,-13706,-9330,631
8093720,-31218,-23405,552
8102080,-2013,16670,605
8110376,26815,-16963,525
8118728,-19295,-21364,421
8127088,-3592,14618,421
8135384,-24056,3249,452
8143672,28965,19152,603
8152008,-26927,5914,503
8160304,-28088,13462,594
8168648,27741,24929,589
8176976,26328,-7174,471
8185272,2824,6160,469
8193496,14420,13035,604
8201824,-1518,1399,549
8210056,-2089,26428,503
8218344,-1502,11742,523
8226640,6108,25962,546
8234920,-12342,17794,555
8243264,932,-3853,545
8251448,13284,-2748,476
8259736,363,-30774,641
8267984,6598,28742,553
8276264,8962,-24011,671
8284552,19680,3525,498
8292832,-7764,2088,656
8301072,4666,9809,580
8309296,22896,-7044,650
8317584,8324,24635,505
8325864,21994,13203,638
8334192,7316,-6949,595
8342432,-9551,6869,631
8350672,-1202,19422,470
8358968,24430,-10451,634
8367312,-7741,13992,673
8375608,-10542,30801,503
8383952,-4258,20756,658
8392248,-27388,-31269,592
8400608,-5515,-11600,637
8408920,-13708,-9140,1023
8417284,-31036,-6063,592
8425592,-19628,29622,586
8433936,-8687,-5952,607
8442184,-18697,-31847,472
8450544,-20730,2788,624
8458832,-28179,-27241,566
8467192,14218,12897,607
8475520,-46,-31450,602
8483720,-14570,-27474,496
8492080,25329,-3282,560
8500376,20048,-8937,671
8508664,-15458,30980,485
8517008,23656,-9117,654
8525304,16267,8723,645
8533576,13262,-23565,580
8541920,-20260,-11165,665
8550280,-21530,9441,539
8558576,2587,11210,677
8566856,-5672,-14856,561
8575168,29438,8890,576
8583456,13569,4113,675
8591736,25878,-29171,736
8600080,30357,4125,719
8608360,-18562,-26439,544
8616720,-6115,16576,596
8625008,-16949,-28041,665
8633368,3995,8460,483
8641584,-26639,22788,650
8649928,24969,-9170,547
8658216,5387,22096,670
8666496,24882,-20338,424
8674848,-29870,21120,575
8683192,27277,-4907,644
8691480,29662,28339,516
8699816,-6784,21134,432
8708112,-12635,-7813,608
8716424,6548,-17921,545
8724720,23078,2622,635
8732992,6626,15478,577
8741272,-21644,12205,654
8749616,-16292,8815,527
8757912,14919,21729,633
8766248,16530,26376,554
8774584,20250,-4543,516
8782872,20366,-21080,598
8791216,22312,14538,492
8799544,-30597,29582,564
8807888,-2011,7555,571
8816128,-18158,-17489,534
8824496,2783,-13953,469
8832784,-30259,17830,422
8841136,10028,823,407
8849360,-24126,15487,403
8857704,21535,27497,444
8866040,29135,19680,602
8874368,22358,18673,490
8882704,-8950,27167,537
8891000,535,-23019,584
8899240,-3187,5963,550
8907480,-26683,-25246,494
8915848,-8614,-32080,478
8924152,10808,23893,488
8932496,-31004,-10199,483
8940864,28161,617,432
8949088,-19482,18823,406
8957432,11501,27178,573
8965768,13200,17811,582
8974096,29810,-9830,517
8982392,22537,-7530,615
8990688,19303,7161,594
8998968,11055,665,467
9007184,-18403,-32261,592
9015544,7716,-12567,520
9023840,-16369,-2523,439
9032144,16182,25335,462
