Tempo,Entrada,Erro,Saida
439812,136.34,190.00,11.00
447612,138.60,189.00,11.00
455396,140.87,189.00,12.00
463188,143.12,188.00,12.00
470980,145.38,188.00,11.00
478780,147.66,189.00,11.00
486580,149.93,189.00,11.00
494372,152.20,189.00,13.00
502164,154.43,187.00,12.00
509960,156.70,188.00,12.00
517748,158.96,188.00,11.00
525548,161.24,189.00,11.00
533340,163.51,189.00,12.00
541140,165.76,188.00,13.00
548932,168.00,187.00,12.00
556716,170.26,188.00,12.00
564516,172.52,188.00,11.00
572308,174.80,189.00,11.00
580100,177.07,189.00,13.00
587884,179.30,187.00,12.00
595668,181.57,188.00,12.00
603468,183.83,188.00,12.00
611260,186.09,188.00,11.00
619052,188.37,189.00,12.00
626852,190.62,188.00,13.00
634644,192.86,187.00,13.00
642444,195.10,187.00,12.00
650228,197.37,188.00,12.00
658028,199.63,188.00,12.00
665828,201.89,188.00,13.00
673612,204.13,187.00,13.00
681412,206.37,187.00,12.00
689204,208.64,188.00,12.00
696996,210.90,188.00,12.00
704788,213.16,188.00,12.00
712580,215.42,188.00,13.00
720372,217.66,187.00,13.00
728164,219.90,187.00,13.00
735948,222.15,187.00,12.00
743748,224.42,188.00,12.00
751540,226.68,188.00,13.00
759332,228.92,187.00,13.00
767132,231.16,187.00,13.00
774924,233.41,187.00,13.00
782724,235.66,187.00,12.00
790516,237.92,188.00,13.00
798308,240.16,187.00,13.00
806108,242.41,187.00,13.00
813900,244.66,187.00,13.00
821700,246.90,187.00,13.00
829484,249.15,187.00,13.00
837276,251.40,187.00,13.00
845068,253.64,187.00,13.00
852860,255.00,187.00,13.00
860644,255.00,187.00,13.00
868420,255.00,187.00,13.00
876196,255.00,187.00,13.00
883980,255.00,187.00,13.00
891756,255.00,187.00,13.00
899540,255.00,187.00,13.00
907316,255.00,187.00,13.00
915092,255.00,187.00,13.00
922876,255.00,187.00,13.00
930652,255.00,187.00,13.00
938436,255.00,187.00,13.00
946212,255.00,187.00,13.00
953988,255.00,187.00,13.00
961772,255.00,187.00,13.00
969548,255.00,187.00,13.00
977332,255.00,187.00,13.00
985108,255.00,187.00,13.00
992884,255.00,187.00,13.00
1000668,255.00,187.00,13.00
1008500,255.00,187.00,13.00
1016340,255.00,187.00,13.00
1024180,255.00,187.00,13.00
1032012,255.00,187.00,13.00
1039844,255.00,187.00,13.00
1047684,255.00,187.00,13.00
1055516,255.00,187.00,13.00
1063356,255.00,187.00,13.00
1071188,255.00,187.00,13.00
1079020,255.00,187.00,13.00
1086860,255.00,187.00,13.00
1094692,255.00,187.00,13.00
1102524,255.00,187.00,13.00
1110364,255.00,187.00,13.00
1118196,255.00,187.00,13.00
1126036,255.00,187.00,13.00
1133876,255.00,187.00,13.00
1141708,255.00,187.00,13.00
1149548,255.00,187.00,13.00
1157388,255.00,187.00,13.00
1165220,255.00,187.00,13.00
1173060,255.00,187.00,13.00
1180900,255.00,187.00,13.00
1188732,255.00,187.00,13.00
1196572,255.00,187.00,13.00
1204412,255.00,187.00,13.00
1212244,255.00,187.00,13.00
1220084,255.00,187.00,13.00
1227924,255.00,187.00,13.00
1235756,255.00,187.00,13.00
1243596,255.00,187.00,13.00
1251428,255.00,187.00,13.00
1259260,255.00,187.00,13.00
1267100,255.00,187.00,13.00
1274932,255.00,187.00,13.00
1282764,255.00,187.00,13.00
1290604,255.00,187.00,13.00
1298440,255.00,187.00,13.00
1306276,255.00,187.00,13.00
1314116,255.00,187.00,13.00
1321948,255.00,187.00,13.00
1329788,255.00,187.00,13.00
1337628,255.00,187.00,13.00
1345460,255.00,187.00,13.00
1353300,255.00,187.00,13.00
1361140,255.00,187.00,13.00
1368972,255.00,187.00,13.00
1376812,255.00,187.00,13.00
1384652,255.00,187.00,13.00
1392484,255.00,187.00,13.00
1400324,255.00,187.00,13.00
1408164,255.00,187.00,13.00
1415996,255.00,187.00,13.00
1423836,255.00,187.00,13.00
1431676,255.00,187.00,13.00
1439508,255.00,187.00,13.00
1447348,255.00,187.00,13.00
1455180,255.00,187.00,13.00
1463012,255.00,187.00,13.00
1470852,255.00,187.00,13.00
1478684,255.00,187.00,13.00
1486516,255.00,187.00,13.00
1494356,255.00,187.00,13.00
1502188,255.00,187.00,13.00
1510028,255.00,187.00,13.00
1517868,255.00,187.00,13.00
1525700,255.00,187.00,13.00
1533540,255.00,187.00,13.00
1541380,255.00,187.00,13.00
1549212,255.00,187.00,13.00
1557052,255.00,187.00,13.00
1564892,255.00,187.00,13.00
1572724,255.00,187.00,13.00
1580564,255.00,187.00,13.00
1588404,255.00,187.00,13.00
1596236,255.00,187.00,13.00
1604076,255.00,187.00,13.00
1611916,255.00,187.00,13.00
1619748,255.00,187.00,13.00
1627588,255.00,187.00,13.00
1635420,255.00,187.00,13.00
1643252,255.00,187.00,13.00
1651092,255.00,187.00,13.00
1658924,255.00,187.00,13.00
1666756,255.00,187.00,13.00
1674596,255.00,187.00,13.00
1682428,255.00,187.00,13.00
1690268,255.00,187.00,13.00
1698108,255.00,187.00,13.00
1705940,255.00,187.00,13.00
1713780,255.00,187.00,13.00
1721620,255.00,187.00,13.00
1729452,255.00,187.00,13.00
1737292,255.00,187.00,13.00
1745132,255.00,187.00,13.00
1752964,255.00,187.00,13.00
1760804,255.00,187.00,13.00
1768644,255.00,187.00,13.00
1776476,255.00,187.00,13.00
1784316,255.00,187.00,13.00
1792156,255.00,187.00,13.00
1799988,255.00,187.00,13.00
1807828,255.00,187.00,13.00
1815660,255.00,187.00,13.00
1823492,255.00,187.00,13.00
1831332,255.00,187.00,13.00
1839164,255.00,187.00,13.00
1846996,255.00,187.00,13.00
1854836,255.00,187.00,13.00
1862668,255.00,187.00,13.00
1870500,255.00,187.00,13.00
1878340,255.00,187.00,13.00
1886172,255.00,187.00,13.00
1894012,255.00,187.00,13.00
1901852,255.00,187.00,13.00
1909684,255.00,187.00,13.00
1917524,255.00,187.00,13.00
1925364,255.00,187.00,13.00
1933196,255.00,187.00,13.00
1941036,255.00,187.00,13.00
1948876,255.00,187.00,13.00
1956708,255.00,187.00,13.00
1964548,255.00,187.00,13.00
1972388,255.00,187.00,13.00
1980220,255.00,187.00,13.00
1988060,255.00,187.00,13.00
1995900,255.00,187.00,13.00
2003732,255.00,187.00,13.00
2011572,255.00,187.00,13.00
2019404,255.00,187.00,13.00
2027236,255.00,187.00,13.00
2035076,255.00,187.00,13.00
2042908,255.00,187.00,13.00
2050740,255.00,187.00,13.00
2058580,255.00,187.00,13.00
2066412,255.00,187.00,13.00
2074252,255.00,187.00,13.00
2082092,255.00,187.00,13.00
2089924,255.00,187.00,13.00
2097764,255.00,187.00,13.00
2105604,255.00,187.00,13.00
2113436,255.00,187.00,13.00
2121276,255.00,187.00,13.00
2129116,255.00,187.00,13.00
2136948,255.00,187.00,13.00
2144788,255.00,187.00,13.00
2152628,255.00,187.00,13.00
2160460,255.00,187.00,13.00
2168300,255.00,187.00,13.00
2176140,255.00,187.00,13.00
2183972,255.00,187.00,13.00
2191812,255.00,187.00,13.00
2199644,255.00,187.00,13.00
2207476,255.00,187.00,13.00
2215316,255.00,187.00,13.00
2223148,255.00,187.00,13.00
2230980,255.00,187.00,13.00
2238820,255.00,187.00,13.00
2246652,255.00,187.00,13.00
2254492,255.00,187.00,13.00
2262332,255.00,187.00,13.00
2270164,255.00,187.00,13.00
2278004,255.00,187.00,13.00
2285844,255.00,187.00,13.00
2293676,255.00,187.00,13.00
2301516,255.00,187.00,13.00
2309356,255.00,187.00,13.00
2317188,255.00,187.00,13.00
2325028,255.00,187.00,13.00
2332868,255.00,187.00,13.00
2340700,255.00,187.00,13.00
2348540,255.00,187.00,13.00
2356380,255.00,187.00,13.00
2364212,255.00,187.00,13.00
2372052,255.00,187.00,13.00
2379884,255.00,187.00,13.00
2387716,255.00,187.00,13.00
2395556,255.00,187.00,13.00
2403388,255.00,187.00,13.00
2411220,255.00,187.00,13.00
2419060,255.00,187.00,13.00
2426892,255.00,187.00,13.00
2434724,255.00,187.00,13.00
2442564,255.00,187.00,13.00
2450396,255.00,187.00,13.00
2458236,255.00,187.00,13.00
2466076,255.00,187.00,13.00
2473908,255.00,187.00,13.00
2481748,255.00,187.00,13.00
2489588,255.00,187.00,13.00
2497420,255.00,187.00,13.00
2505260,255.00,187.00,13.00
2513100,255.00,187.00,13.00
2520932,255.00,187.00,13.00
2528772,255.00,187.00,13.00
2536612,255.00,187.00,13.00
2544444,255.00,187.00,13.00
2552284,255.00,187.00,13.00
2560124,255.00,187.00,13.00
2567956,255.00,187.00,13.00
2575796,255.00,187.00,13.00
2583628,255.00,187.00,13.00
2591460,255.00,187.00,13.00
2599300,255.00,187.00,13.00
2607132,255.00,187.00,13.00
2614964,255.00,187.00,13.00
2622804,255.00,187.00,13.00
2630636,255.00,187.00,13.00
2638476,255.00,187.00,13.00
2646316,255.00,187.00,13.00
2654148,255.00,187.00,13.00
2661988,255.00,187.00,13.00
2669828,255.00,187.00,13.00
2677660,255.00,187.00,13.00
2685500,255.00,187.00,13.00
2693340,255.00,187.00,13.00
2701172,255.00,187.00,13.00
2709012,255.00,187.00,13.00
2716852,255.00,187.00,13.00
2724684,255.00,187.00,13.00
2732524,255.00,187.00,13.00
2740364,255.00,187.00,13.00
2748196,255.00,187.00,13.00
2756036,255.00,187.00,13.00
2763868,255.00,187.00,13.00
2771700,255.00,187.00,13.00
2779540,255.00,187.00,13.00
2787372,255.00,187.00,13.00
2795204,255.00,187.00,13.00
2803044,255.00,187.00,13.00
2810876,255.00,187.00,13.00
2818716,255.00,187.00,13.00
2826556,255.00,187.00,13.00
2834388,255.00,187.00,13.00
2842228,255.00,187.00,13.00
2850068,255.00,187.00,13.00
2857900,255.00,187.00,13.00
2865740,255.00,187.00,13.00
2873580,255.00,187.00,13.00
2881412,255.00,187.00,13.00
2889252,255.00,187.00,13.00
2897092,255.00,187.00,13.00
2904924,255.00,187.00,13.00
2912764,255.00,187.00,13.00
2920604,255.00,187.00,13.00
2928436,255.00,187.00,13.00
2936276,255.00,187.00,13.00
2944108,255.00,187.00,13.00
2951940,255.00,187.00,13.00
2959780,255.00,187.00,13.00
2967612,255.00,187.00,13.00
2975444,255.00,187.00,13.00
2983284,255.00,187.00,13.00
2991116,255.00,187.00,13.00
2998948,255.00,187.00,13.00

